Index,date,bet,length,game_num,aw,hw,ao,ho,ab1,hb1,ab2,hb2,ab3,hb3,ab4,hb4,ab5,hb5,ab6,hb6,ab7,hb7,ab8,hb8,ab9,hb9,ab10,hb10
0,20141028,p,full,0,-,-,+5-110,-5-110,+3½-102,-3½-108,+3½-103,-3½-107,+3½-110,-3½-110,+3½-110,-3½-110,+4-115,-4-105,+3½-108,-3½-108,+3½-110,-3½-110,+3½-110,-3½-110,+3½-110,-3½-110,+3½-110,-3½-110
1,20141028,p,full,1,-,-,+9½-110,-9½-110,+9-105,-9-105,+9-103,-9-107,+9-110,-9-110,+9-110,-9-110,+9½-115,-9½-105,+9-108,-9-108,+9-110,-9-110,+9½-110,-9½-110,+9-110,-9-110,+9-110,-9-110
2,20141028,p,full,2,-,-,-6½-110,+6½-110,-7-101,+7-109,-7-101,+7-109,-7-110,+7-110,-7-110,+7-110,-7-110,+7-110,-6½-108,+6½-108,-7-115,+7-105,-7-110,+7-110,-7-110,+7-110,-7-110,+7-110
3,20141028,p,first,0,-,-,+2-110,-2-110,+2-110,-2+100,+2-110,-2-110,+2-115,-2-105,+2-115,-2-105,+2-105,-2-115,+2-110,-2-110,+2-115,-2-105,+2-115,-2-105,+2-115,-2-105,+2-115,-2-105
4,20141028,p,first,1,-,-,+6-110,-6-110,+5½-113,-5½+102,+5-110,-5-110,+5-105,-5-115,+5½-110,-5½-110,+5½-110,-5½-110,+5½-115,-5½-105,+5-105,-5-115,+5½-115,-5½-105,+5-105,-5-115,+5½-110,-5½-110
5,20141028,p,first,2,-,-,-3½-110,+3½-110,-3½-113,+3½+102,-4-105,+4-115,-4-105,+4-115,-3½-117,+3½-103,-4-120,+4+100,-3½-125,+3½+105,-4-110,+4-110,-3½-115,+3½-105,-4-105,+4-115,-3½-117,+3½-103
6,20141028,p,sec,0,-,-,+3½-110,-3½-110,+3½-103,-3½-107,+3+105,-3-125,+3½-115,-3½-105,+3½-105,-3½-115,+4-110,-4-110,+3½-105,-3½-115,-,-,-,-,+3½-105,-3½-115,+3½-105,-3½-115
7,20141028,p,sec,1,-,-,+3-110,-3-110,+3½-101,-3½-109,+3+103,-3-123,+3½-110,-3½-110,+3½-110,-3½-110,+3½-105,-3½-115,+3½-110,-3½-110,-,-,-,-,+3½-110,-3½-110,+3½-110,-3½-110
8,20141028,p,sec,2,-,-,PK-110,PK-110,+1½+104,-1½-115,+1½+102,-1½-122,+2-115,-2-105,+2-105,-2-115,+1½-105,-1½-115,+2-112,-2-108,-,-,-,-,+2-115,-2-105,+2-105,-2-115
9,20141028,m,full,0,-,-,+170,-200,+141,-156,+145,-155,+140,-165,+140,-160,+140,-160,+145,-165,+140,-160,+145,-165,+140,-165,+140,-160
10,20141028,m,full,1,-,-,+450,-600,+400,-470,+435,-500,+380,-475,+395,-470,+350,-500,+395,-520,+375,-500,+390,-485,+380,-475,+395,-470
11,20141028,m,full,2,-,-,-280,+240,-280,+248,-280,+255,-300,+250,-282,+237,-280,+240,-300,+240,-300,+250,-300,+240,-300,+250,-282,+237
12,20141028,m,first,0,-,-,+125,-145,+127,-140,+125,-145,-,-,+125,-145,-,-,+125,-145,-,-,-,-,-,-,+125,-145
13,20141028,m,first,1,-,-,+280,-340,+248,-280,+245,-290,-,-,+250,-300,-,-,+280,-350,-,-,-,-,-,-,+250,-300
14,20141028,m,first,2,-,-,-185,+160,-212,+190,-225,+185,-,-,-195,+170,-,-,-215,+185,-,-,-,-,-,-,-195,+170
15,20141028,m,sec,0,-,-,+180,-220,+166,-185,+165,-190,-,-,+164,-184,-,-,+165,-190,-,-,-,-,-,-,+164,-184
16,20141028,m,sec,1,-,-,+190,-230,+231,-260,+225,-265,-,-,+220,-260,-,-,+220,-270,-,-,-,-,-,-,+220,-260
17,20141028,m,sec,2,-,-,+120,-140,+146,-162,+142,-162,-,-,+132,-152,-,-,+135,-155,-,-,-,-,-,-,+132,-152
18,20141028,t,full,0,-,-,206½-110,206½-110,203-106,203-104,203½-102,203½-108,203½-110,203½-110,203-115,203-105,204-105,204-115,203-108,203-108,203-110,203-110,203-110,203-110,203½-110,203½-110,203-115,203-105
19,20141028,t,full,1,-,-,197-110,197-110,191-110,191+100,191-105,191-105,191-110,191-110,191-115,191-105,191-115,191-105,191½-108,191½-108,191-110,191-110,191-110,191-110,191-110,191-110,191-115,191-105
20,20141028,t,full,2,-,-,213-110,213-110,207-102,207-108,207-105,207-105,207-110,207-110,207-110,207-110,208-115,208-105,206-108,206-108,207-110,207-110,207-110,207-110,207-110,207-110,207-110,207-110
21,20141028,t,first,0,-,-,101-110,101-110,102½-105,102½-105,102½-110,102½-110,102½-115,102½-105,102½-115,102½-105,102½-120,102½+100,102½-110,102½-110,102½-110,102½-110,102½-110,102½-110,102½-115,102½-105,102½-115,102½-105
22,20141028,t,first,1,-,-,97½-110,97½-110,97+105,97-116,96½-110,96½-110,96½-110,96½-110,97-105,97-115,97-105,97-115,96½-115,96½-105,96½-110,96½-110,97-105,97-115,96½-110,96½-110,97-105,97-115
23,20141028,t,first,2,-,-,103-110,103-110,103½+102,103½-113,103-110,103-110,103½-110,103½-110,103½-117,103½-103,103½-115,103½-105,103½-110,103½-110,103½-110,103½-110,103½-110,103½-110,103½-110,103½-110,103½-117,103½-103
24,20141028,t,sec,0,-,-,101½-110,101½-110,101-105,101-105,101-118,101-102,101-105,101-115,102-110,102-110,101½-115,101½-105,101-105,101-115,-,-,-,-,101-105,101-115,102-110,102-110
