Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,1,Shawn Marion,43:00,10,13,.769,0,3,.000,3,5,.600,2,9,11,4,3,3,2,1,23,+12,.757,.769,.231,.385,9.7,23.9,18.9,16.6,3.5,5.2,11.6,18.5,143,112
1,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,1,Joe Johnson,41:00,7,12,.583,2,3,.667,9,11,.818,0,4,4,4,0,0,3,3,25,+11,.742,.667,.250,.917,0.0,11.1,7.2,15.7,0.0,0.0,15.1,22.4,134,127
2,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,1,Amar'e Stoudemire,40:00,5,10,.500,0,0,,8,12,.667,0,7,7,3,1,5,4,5,18,+10,.589,.500,.000,1.200,0.0,20.0,12.9,11.3,1.3,9.2,20.7,22.3,103,114
3,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,1,Quentin Richardson,39:00,4,7,.571,2,4,.500,4,6,.667,1,4,5,3,2,0,1,3,14,+13,.726,.714,.571,.857,5.4,11.7,9.5,11.2,2.6,0.0,9.4,12.6,144,121
4,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,1,Steve Nash,37:00,6,10,.600,4,6,.667,8,10,.800,1,3,4,9,0,0,7,1,24,+4,.833,.800,.600,1.000,5.6,9.3,8.0,38.6,0.0,0.0,32.7,26.8,125,128
5,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,0,Jim Jackson,23:00,6,10,.600,3,7,.429,4,5,.800,0,3,3,2,0,0,1,3,19,+3,.779,.750,.700,.500,0.0,14.9,9.6,16.4,0.0,0.0,7.6,26.6,144,126
6,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,0,Steven Hunter,13:00,0,0,,0,0,,0,0,,0,2,2,0,0,2,0,1,0,-6,,,,,0.0,17.6,11.4,0.0,0.0,11.4,,0.0,0,116
7,200505010MEM,"8:00 PM, May 1, 2005",2005,Phoenix Suns,Memphis Grizzlies,0,Leandro Barbosa,4:00,0,1,.000,0,1,.000,0,0,,1,0,1,1,0,0,1,0,0,-7,.000,.000,1.000,.000,52.2,0.0,18.5,31.6,0.0,0.0,50.0,23.2,69,130
8,200505010MEM,"8:00 PM, May 1, 2005",2005,Memphis Grizzlies,Phoenix Suns,1,Pau Gasol,36:00,12,23,.522,1,1,1.000,3,3,1.000,2,2,4,2,1,0,1,4,28,-9,.576,.543,.043,.130,6.3,11.6,8.2,9.2,1.4,0.0,3.9,31.5,120,131
9,200505010MEM,"8:00 PM, May 1, 2005",2005,Memphis Grizzlies,Phoenix Suns,1,Shane Battier,30:00,1,7,.143,0,2,.000,0,0,,2,3,5,3,2,0,1,5,2,-20,.143,.143,.286,.000,7.6,20.9,12.3,11.1,3.4,0.0,12.5,12.0,68,126
10,200505010MEM,"8:00 PM, May 1, 2005",2005,Memphis Grizzlies,Phoenix Suns,1,Jason Williams,29:00,8,15,.533,4,6,.667,0,0,,1,1,2,8,1,0,3,2,20,-12,.667,.667,.400,.000,3.9,7.2,5.1,41.7,1.7,0.0,16.7,27.8,126,131
11,200505010MEM,"8:00 PM, May 1, 2005",2005,Memphis Grizzlies,Phoenix Suns,1,Mike Miller,26:00,5,10,.500,1,3,.333,2,2,1.000,0,2,2,5,0,0,1,1,13,-9,.597,.550,.300,.200,0.0,16.1,5.7,25.8,0.0,0.0,8.4,20.5,127,134
12,200505010MEM,"8:00 PM, May 1, 2005",2005,Memphis Grizzlies,Phoenix Suns,1,Lorenzen Wright,10:00,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,0,4,2,+1,.333,.333,.000,.000,0.0,0.0,0.0,11.9,0.0,0.0,0.0,13.5,89,134
13,200505010MEM,"8:00 PM, May 1, 2005",2005,Memphis Grizzlies,Phoenix Suns,0,Dahntay Jones,34:00,5,10,.500,3,4,.750,1,2,.500,2,3,5,0,1,0,2,4,14,-1,.643,.650,.400,.200,6.7,18.4,10.9,0.0,1.5,0.0,15.5,17.0,111,130
14,200505010MEM,"8:00 PM, May 1, 2005",2005,Memphis Grizzlies,Phoenix Suns,0,James Posey,28:00,3,6,.500,3,6,.500,3,4,.750,0,3,3,2,2,1,1,5,12,+4,.773,.750,1.000,.667,0.0,22.4,7.9,8.6,3.6,4.4,11.4,14.0,141,122
