Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200305010BOS,"7:00 PM, May 1, 2003",2003,"FleetCenter, Boston, Massachusetts",Indiana Pacers,Boston Celtics,"18,624",84.6,Joe Crawford, Luis Grillo, Bill Spooner,15,19,24,32,0,90,106.4,130.0,33,17,29,31,0,110,130.0,106.4
1,200305010LAL,"10:30 PM, May 1, 2003",2003,"STAPLES Center, Los Angeles, California",Minnesota Timberwolves,Los Angeles Lakers,"18,997",91.7,Ron Garretson, Blane Reichelt, Bennett Salvatore,30,13,20,22,0,85,92.7,110.2,25,22,22,32,0,101,110.2,92.7
2,200305010MIL,"8:00 PM, May 1, 2003",2003,"Bradley Center, Milwaukee, Wisconsin",New Jersey Nets,Milwaukee Bucks,"18,717",88.1,David Jones, Jack Nies, Derrick Stafford,30,26,32,25,0,113,128.2,114.6,18,26,26,31,0,101,114.6,128.2
3,200305010PHO,"9:30 PM, May 1, 2003",2003,"America West Arena, Phoenix, Arizona",San Antonio Spurs,Phoenix Suns,"18,913",90.9,Bob Delaney, Joe DeRosa, Joe Forte,25,16,23,23,0,87,95.7,93.5,21,22,18,24,0,85,93.5,95.7
4,200305020NOH,"9:30 PM, May 2, 2003",2003,"New Orleans Arena, New Orleans, Louisiana",Philadelphia 76ers,New Orleans Hornets,"18,570",86.8,Nolan Fine, Ken Mauer, Eddie F. Rush,25,27,31,24,0,107,123.3,118.7,31,24,32,16,0,103,118.7,123.3
5,200305020ORL,"7:00 PM, May 2, 2003",2003,"TD Waterhouse Centre, Orlando, Florida",Detroit Pistons,Orlando Magic,"16,909",94.1,Dick Bavetta, Jim Clark, Monty McCutchen,30,24,23,26,0,103,109.4,93.5,21,24,21,22,0,88,93.5,109.4
6,200305020POR,"10:30 PM, May 2, 2003",2003,"Rose Garden Arena, Portland, Oregon",Dallas Mavericks,Portland Trail Blazers,"20,602",90.6,Bernie Fryer, Tom Washington, Mark Wunderlich,24,14,28,37,0,103,113.6,137.9,27,37,33,28,0,125,137.9,113.6
7,200305040DAL,"3:30 PM, May 4, 2003",2003,"American Airlines Center, Dallas, Texas",Portland Trail Blazers,Dallas Mavericks,"20,281",88.8,Joe Crawford, Bob Delaney, Steve Javie,22,23,28,22,0,95,107.0,120.5,19,26,26,36,0,107,120.5,107.0
8,200305040DET,"12:30 PM, May 4, 2003",2003,"The Palace of Auburn Hills, Auburn Hills, Michigan",Orlando Magic,Detroit Pistons,"22,076",84.2,Dan Crawford, Bernie Fryer, Ron Garretson,22,24,18,29,0,93,110.5,128.3,27,31,27,23,0,108,128.3,110.5
9,200305050NJN,"7:00 PM, May 5, 2003",2003,"Continental Airlines Arena, East Rutherford, New Jersey",Boston Celtics,New Jersey Nets,"17,343",95.6,Scott Foster, Bennett Salvatore, Tom Washington,23,23,27,20,0,93,97.3,101.5,20,29,23,25,0,97,101.5,97.3
10,200305050SAS,"9:30 PM, May 5, 2003",2003,"SBC Center, San Antonio, Texas",Los Angeles Lakers,San Antonio Spurs,"18,797",93.3,Mike Callahan, James Capers, Eddie F. Rush,16,19,17,30,0,82,87.9,93.3,20,18,22,27,0,87,93.3,87.9
11,200305060DAL,"9:00 PM, May 6, 2003",2003,"American Airlines Center, Dallas, Texas",Sacramento Kings,Dallas Mavericks,"20,525",98.8,Tony Brothers, Dan Crawford, Jack Nies,33,29,36,26,0,124,125.4,114.3,24,26,26,37,0,113,114.3,125.4
12,200305060DET,"8:00 PM, May 6, 2003",2003,"The Palace of Auburn Hills, Auburn Hills, Michigan",Philadelphia 76ers,Detroit Pistons,"22,076",84.1,Joe Crawford, Joe Forte, Ronnie Nunn,21,19,26,21,0,87,103.4,116.5,24,25,24,25,0,98,116.5,103.4
13,200305070NJN,"7:00 PM, May 7, 2003",2003,"Continental Airlines Arena, East Rutherford, New Jersey",Boston Celtics,New Jersey Nets,"19,934",95.8,Dick Bavetta, Jim Clark, Steve Javie,25,20,21,29,0,95,99.1,108.5,19,32,31,22,0,104,108.5,99.1
14,200305070SAS,"9:30 PM, May 7, 2003",2003,"SBC Center, San Antonio, Texas",Los Angeles Lakers,San Antonio Spurs,"18,797",95.7,Bernie Fryer, Ken Mauer, Derrick Stafford,18,25,24,28,0,95,99.3,119.2,31,29,34,20,0,114,119.2,99.3
