Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,1,Peja Stojakovic,39:00,3,15,.200,0,7,.000,6,6,1.000,2,3,5,3,2,1,3,1,12,-2,.340,.200,.467,.400,5.1,9.7,7.2,11.4,2.7,1.9,14.5,22.1,81,117
1,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,1,Brad Miller,38:00,8,14,.571,0,0,,8,8,1.000,4,2,6,1,3,2,1,5,24,-4,.685,.571,.000,.571,10.5,6.6,8.8,4.9,4.1,3.9,5.4,20.3,147,114
2,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,1,Chris Webber,35:00,10,17,.588,0,0,,1,5,.200,3,7,10,1,0,0,3,2,21,-5,.547,.588,.000,.294,8.6,25.3,15.9,6.2,0.0,0.0,13.5,26.4,100,120
3,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,1,Mike Bibby,28:00,2,8,.250,1,2,.500,3,4,.750,1,4,5,6,1,1,3,2,8,-12,.410,.313,.250,.500,3.6,18.0,10.0,31.6,1.9,2.6,23.5,19.0,89,116
4,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,1,Maurice Evans,21:00,1,4,.250,0,1,.000,0,0,,1,1,2,2,0,1,1,2,2,-5,.250,.250,.250,.000,4.8,6.0,5.3,13.6,0.0,3.5,20.0,9.9,70,123
5,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,0,Matt Barnes,30:00,7,11,.636,2,3,.667,1,2,.500,4,5,9,4,1,1,2,2,17,-6,.715,.727,.273,.182,13.3,21.1,16.7,25.8,1.8,2.5,14.4,19.3,134,115
6,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,0,Bobby Jackson,20:00,4,12,.333,0,4,.000,3,3,1.000,3,1,4,3,2,0,1,3,11,+3,.413,.333,.333,.250,15.0,6.3,11.2,27.3,5.3,0.0,7.0,29.8,105,114
7,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,0,Darius Songaila,13:00,1,4,.250,0,0,,0,0,,0,1,1,1,0,0,0,0,2,-4,.250,.250,.000,.000,0.0,9.7,4.3,11.4,0.0,0.0,0.0,12.8,74,125
8,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,0,Greg Ostertag,10:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-5,.000,.000,.000,.000,0.0,12.6,5.6,0.0,0.0,0.0,0.0,4.2,0,124
9,200411020DAL,"8:30 PM, November 2, 2004",2005,Sacramento Kings,Dallas Mavericks,0,Kevin Martin,6:00,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,1,1,1,-5,.266,.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,34.7,20.0,39,128
10,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,1,Dirk Nowitzki,43:00,12,19,.632,2,2,1.000,7,8,.875,1,9,10,5,2,2,3,3,33,+15,.733,.684,.105,.421,2.9,20.9,13.0,21.0,2.4,3.2,11.8,27.1,138,102
11,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,1,Michael Finley,36:00,7,12,.583,2,4,.500,2,2,1.000,0,6,6,3,1,1,4,2,18,+11,.699,.667,.333,.167,0.0,16.7,9.3,13.0,1.5,1.9,23.7,21.4,108,107
12,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,1,Erick Dampier,34:00,3,8,.375,0,0,,5,6,.833,1,4,5,1,2,2,1,3,11,+2,.517,.375,.000,.750,3.7,11.8,8.2,3.9,3.1,4.0,8.6,15.6,114,105
13,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,1,Devin Harris,30:00,2,7,.286,2,5,.400,2,2,1.000,1,0,1,7,2,0,1,3,8,+5,.508,.429,.714,.286,4.2,0.0,1.9,30.4,3.5,0.0,11.3,13.5,130,112
14,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,1,Josh Howard,19:00,2,4,.500,0,0,,2,3,.667,0,2,2,4,1,0,2,3,6,+3,.564,.500,.000,.750,0.0,10.5,5.9,28.9,2.8,0.0,27.3,17.6,103,108
15,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,0,Jerry Stackhouse,22:00,3,11,.273,0,0,,2,2,1.000,1,3,4,2,1,0,1,3,8,+8,.337,.273,.000,.182,5.7,13.6,10.1,13.0,2.4,0.0,7.8,26.7,85,107
16,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,0,Marquis Daniels,19:00,4,6,.667,0,1,.000,0,0,,3,2,5,1,1,0,1,3,8,-2,.667,.667,.167,.000,19.9,10.5,14.7,8.5,2.8,0.0,14.3,16.8,129,108
17,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,0,Jason Terry,18:00,4,10,.400,1,4,.250,0,0,,1,1,2,2,1,0,0,1,9,+4,.450,.450,.400,.000,7.0,5.6,6.2,18.2,2.9,0.0,0.0,25.4,113,110
18,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,0,Alan Henderson,18:00,3,4,.750,0,0,,0,0,,5,3,8,2,0,3,1,1,6,-2,.750,.750,.000,.000,35.1,16.7,24.8,16.7,0.0,11.4,20.0,12.7,149,105
19,200411020DAL,"8:30 PM, November 2, 2004",2005,Dallas Mavericks,Sacramento Kings,0,Shawn Bradley,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116
20,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,1,Jim Jackson,39:00,3,10,.300,1,4,.250,3,3,1.000,0,7,7,1,0,1,2,3,10,-15,.442,.350,.400,.300,0.0,21.5,11.0,5.1,0.0,2.3,15.0,17.0,85,105
21,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,1,Tracy McGrady,35:00,6,18,.333,2,4,.500,4,5,.800,0,2,2,1,2,1,3,5,18,-1,.446,.389,.222,.278,0.0,6.9,3.5,6.9,3.3,2.5,12.9,32.9,86,103
22,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,1,Yao Ming,32:00,2,9,.222,0,0,,3,6,.500,2,8,10,0,0,1,3,4,7,-10,.301,.222,.000,.667,7.9,30.0,19.2,0.0,0.0,2.8,20.5,22.7,59,101
23,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,1,Charlie Ward,30:00,4,5,.800,1,2,.500,4,4,1.000,1,1,2,1,1,0,4,2,13,-6,.962,.900,.400,.800,4.2,4.0,4.1,7.4,1.9,0.0,37.2,17.8,121,109
24,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,1,Maurice Taylor,29:00,5,11,.455,0,1,.000,2,2,1.000,2,4,6,1,1,1,1,4,12,+7,.505,.455,.091,.182,8.7,16.6,12.7,8.4,2.0,3.1,7.8,22.1,108,102
25,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,0,Bostjan Nachbar,20:00,3,4,.750,2,2,1.000,0,0,,1,2,3,0,0,0,0,2,8,-4,1.000,1.000,.500,.000,6.3,12.0,9.2,0.0,0.0,0.0,0.0,9.9,203,110
26,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,0,Juwan Howard,20:00,1,6,.167,0,0,,0,0,,1,1,2,1,0,0,1,2,2,-12,.167,.167,.000,.000,6.3,6.0,6.2,9.4,0.0,0.0,14.3,17.4,47,112
27,200411020DET,"8:00 PM, November 2, 2004",2005,Houston Rockets,Detroit Pistons,0,Tyronn Lue,19:00,2,5,.400,0,0,,0,0,,0,0,0,3,0,0,1,2,4,0,.400,.400,.000,.000,0.0,0.0,0.0,33.0,0.0,0.0,16.7,15.7,89,114
