Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,201610250CLE,"7:30 PM, October 25, 2016",2017,"Quicken Loans Arena, Cleveland, Ohio",New York Knicks,Cleveland Cavaliers,"20,562",99.9,Bennie Adams, Bill Kennedy, Karl Lane,18,27,19,24,0,88,88.1,117.1,28,20,34,35,0,117,117.1,88.1
1,201610250GSW,"10:30 PM, October 25, 2016",2017,"Oracle Arena, Oakland, California",San Antonio Spurs,Golden State Warriors,"19,596",98.3,Dan Crawford, Pat Fraher, Tre Maddox,31,33,33,32,0,129,131.3,101.8,20,26,31,23,0,100,101.8,131.3
2,201610250POR,"10:00 PM, October 25, 2016",2017,"Moda Center, Portland, Oregon",Utah Jazz,Portland Trail Blazers,"19,446",90.5,Tony Brown, Nick Buchert, Mike Callahan,26,20,37,21,0,104,114.9,124.8,26,28,23,36,0,113,124.8,114.9
3,201610260BOS,"7:30 PM, October 26, 2016",2017,"TD Garden, Boston, Massachusetts",Brooklyn Nets,Boston Celtics,"18,624",103.0,Marc Davis, Brian Forte, J.T. Orr,31,27,23,36,0,117,113.6,118.4,33,31,33,25,0,122,118.4,113.6
4,201610260IND,"7:00 PM, October 26, 2016",2017,"Bankers Life Fieldhouse, Indianapolis, Indiana",Dallas Mavericks,Indiana Pacers,"17,923",103.6,Tyler Ford, Bill Kennedy, Josh Tiven,21,31,33,30,6,121,105.8,113.7,33,26,35,21,15,130,113.7,105.8
5,201610260LAL,"10:30 PM, October 26, 2016",2017,"STAPLES Center, Los Angeles, California",Houston Rockets,Los Angeles Lakers,"18,997",99.4,Kevin Cutler, John Goble, Gary Zielinski,38,33,25,18,0,114,114.7,120.7,38,25,27,30,0,120,120.7,114.7
6,201610260MEM,"8:00 PM, October 26, 2016",2017,"FedEx Forum, Memphis, Tennessee",Minnesota Timberwolves,Memphis Grizzlies,"18,119",91.2,Kane Fitzgerald, Derrick Stafford, Dedric Taylor,32,27,16,23,0,98,107.5,111.8,29,21,26,26,0,102,111.8,107.5
7,201610260MIL,"8:00 PM, October 26, 2016",2017,"BMO Harris Bradley Center, Milwaukee, Wisconsin",Charlotte Hornets,Milwaukee Bucks,"18,717",96.5,Ken Mauer, Leroy Richardson, C.J. Washington,32,24,27,24,0,107,110.9,99.5,24,17,25,30,0,96,99.5,110.9
8,201610260NOP,"8:00 PM, October 26, 2016",2017,"Smoothie King Center, New Orleans, Louisiana",Denver Nuggets,New Orleans Pelicans,"15,869",107.1,Brent Barnaky, Derek Richardson, Sean Wright,30,30,25,22,0,107,99.9,95.3,24,24,29,25,0,102,95.3,99.9
9,201610260ORL,"7:00 PM, October 26, 2016",2017,"Amway Center, Orlando, Florida",Miami Heat,Orlando Magic,"19,298",94.3,Sean Corbin, Justin Van Duyne, Tom Washington,23,27,30,28,0,108,114.5,101.8,27,26,16,27,0,96,101.8,114.5
10,201610260PHI,"8:00 PM, October 26, 2016",2017,"Wells Fargo Center, Philadelphia, Pennsylvania",Oklahoma City Thunder,Philadelphia 76ers,"20,487",100.3,Rodney Mott, Jason Phillips, Leon Wood,23,28,18,34,0,103,102.6,96.7,24,27,24,22,0,97,96.7,102.6
11,201610260PHO,"10:00 PM, October 26, 2016",2017,"Talking Stick Resort Arena, Phoenix, Arizona",Sacramento Kings,Phoenix Suns,"18,055",96.8,David Guthrie, Tre Maddox, Bill Spooner,30,27,27,29,0,113,116.8,97.1,19,19,29,27,0,94,97.1,116.8
12,201610260TOR,"7:30 PM, October 26, 2016",2017,"Air Canada Centre, Toronto, Canada",Detroit Pistons,Toronto Raptors,"19,800",95.2,Mark Ayotte, James Capers, Derrick Collins,23,23,25,20,0,91,95.6,114.5,33,25,28,23,0,109,114.5,95.6
13,201610270ATL,"7:30 PM, October 27, 2016",2017,"Philips Arena, Atlanta, Georgia",Washington Wizards,Atlanta Hawks,"19,049",103.4,Bennie Adams, Monty McCutchen, Aaron Smith,27,29,24,19,0,99,95.7,110.2,29,28,24,33,0,114,110.2,95.7
14,201610270CHI,"8:00 PM, October 27, 2016",2017,"United Center, Chicago, Illinois",Boston Celtics,Chicago Bulls,"21,501",94.2,Eric Dalen, Courtney Kirkland, Jason Phillips,20,29,24,26,0,99,105.1,111.5,30,27,22,26,0,105,111.5,105.1
15,201610270POR,"10:30 PM, October 27, 2016",2017,"Moda Center, Portland, Oregon",Los Angeles Clippers,Portland Trail Blazers,"19,500",100.8,Tony Brothers, John Goble, Lauren Holtkamp,28,30,24,32,0,114,113.1,105.2,27,22,33,24,0,106,105.2,113.1
16,201610270SAC,"10:30 PM, October 27, 2016",2017,"Golden 1 Center, Sacramento, California",San Antonio Spurs,Sacramento Kings,"17,608",91.0,Tony Brown, Nick Buchert, Mike Callahan,27,26,23,26,0,102,112.0,103.2,29,28,14,23,0,94,103.2,112.0
17,201610280BRK,"7:30 PM, October 28, 2016",2017,"Barclays Center, Brooklyn, New York",Indiana Pacers,Brooklyn Nets,"17,732",99.8,Mark Ayotte, Scott Foster, Leon Wood,27,21,31,15,0,94,94.1,103.2,20,32,20,31,0,103,103.2,94.1
18,201610280DAL,"8:30 PM, October 28, 2016",2017,"American Airlines Center, Dallas, Texas",Houston Rockets,Dallas Mavericks,"20,163",93.1,Eric Lewis, Ed Malloy, Ben Taylor,24,28,25,29,0,106,113.9,105.3,24,26,17,31,0,98,105.3,113.9
19,201610280DET,"7:30 PM, October 28, 2016",2017,"The Palace of Auburn Hills, Auburn Hills, Michigan",Orlando Magic,Detroit Pistons,"19,122",95.3,Curtis Blair, Bill Kennedy, James Williams,22,9,20,31,0,82,86.1,113.3,24,30,32,22,0,108,113.3,86.1
20,201610280MIA,"8:00 PM, October 28, 2016",2017,"AmericanAirlines Arena, Miami, Florida",Charlotte Hornets,Miami Heat,"19,600",97.2,Matt Boland, Rodney Mott, Derek Richardson,21,25,27,24,0,97,99.8,93.6,23,34,20,14,0,91,93.6,99.8
21,201610280NOP,"9:30 PM, October 28, 2016",2017,"Smoothie King Center, New Orleans, Louisiana",Golden State Warriors,New Orleans Pelicans,"18,217",107.7,Marat Kogut, Scott Wall, Tom Washington,32,27,33,30,0,122,113.2,105.8,22,28,31,33,0,114,105.8,113.2
22,201610280OKC,"8:00 PM, October 28, 2016",2017,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",Phoenix Suns,Oklahoma City Thunder,"18,203",104.5,Leroy Richardson, Justin Van Duyne, Zach Zarba,40,13,30,19,8,110,95.3,97.9,25,24,28,25,11,113,97.9,95.3
23,201610280TOR,"7:00 PM, October 28, 2016",2017,"Air Canada Centre, Toronto, Canada",Cleveland Cavaliers,Toronto Raptors,"19,800",93.9,Ken Mauer, Michael Smith, Josh Tiven,28,22,21,23,0,94,100.1,96.9,23,17,27,24,0,91,96.9,100.1
24,201610280UTA,"9:00 PM, October 28, 2016",2017,"Vivint Smart Home Arena, Salt Lake City, Utah",Los Angeles Lakers,Utah Jazz,"19,911",92.1,Pat Fraher, Gediminas Petraitis, Bill Spooner,27,16,22,24,0,89,96.6,104.2,28,20,17,31,0,96,104.2,96.6
25,201610290CHI,"8:00 PM, October 29, 2016",2017,"United Center, Chicago, Illinois",Indiana Pacers,Chicago Bulls,"21,373",93.4,Curtis Blair, Mark Lindsay, Zach Zarba,20,21,26,34,0,101,108.1,126.3,24,38,30,26,0,118,126.3,108.1
