Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,201011010CHI,"8:00 PM, November 1, 2010",2011,"United Center, Chicago, Illinois",Portland Trail Blazers,Chicago Bulls,"21,057",88.4,Rodney Mott, Greg Willard, Haywoode Workman,21,26,26,25,0,98,110.8,124.4,32,24,32,22,0,110,124.4,110.8
1,201011010LAC,"10:30 PM, November 1, 2010",2011,"STAPLES Center, Los Angeles, California",San Antonio Spurs,Los Angeles Clippers,"14,964",94.4,Kane Fitzgerald, Derrick Stafford, Zach Zarba,26,24,25,22,0,97,102.7,93.2,26,18,21,23,0,88,93.2,102.7
2,201011010SAC,"10:00 PM, November 1, 2010",2011,"Power Balance Pavilion, Sacramento, California",Toronto Raptors,Sacramento Kings,"17,317",90.4,Joe Crawford, Pat Fraher, Marat Kogut,33,29,24,22,0,108,119.5,122.8,16,35,27,33,0,111,122.8,119.5
3,201011020CLE,"7:00 PM, November 2, 2010",2011,"Quicken Loans Arena, Cleveland, Ohio",Atlanta Hawks,Cleveland Cavaliers,"20,562",87.6,Marc Davis, David Guthrie, Josh Tiven,40,19,15,26,0,100,114.1,100.5,27,20,26,15,0,88,100.5,114.1
4,201011020DET,"7:30 PM, November 2, 2010",2011,"The Palace of Auburn Hills, Auburn Hills, Michigan",Boston Celtics,Detroit Pistons,"15,313",87.1,Derrick Collins, Bob Delaney, Violet Palmer,31,26,31,21,0,109,125.1,98.7,26,18,24,18,0,86,98.7,125.1
5,201011020LAL,"10:30 PM, November 2, 2010",2011,"STAPLES Center, Los Angeles, California",Memphis Grizzlies,Los Angeles Lakers,"18,997",96.6,James Capers, Mark Lindsay, Jason Phillips,23,23,30,29,0,105,108.7,128.4,34,39,24,27,0,124,128.4,108.7
6,201011020MIA,"7:30 PM, November 2, 2010",2011,"AmericanAirlines Arena, Miami, Florida",Minnesota Timberwolves,Miami Heat,"19,600",100.2,Mike Callahan, Karl Lane, Sean Wright,27,26,17,27,0,97,96.8,128.8,33,36,29,31,0,129,128.8,96.8
7,201011020MIL,"8:00 PM, November 2, 2010",2011,"Bradley Center, Milwaukee, Wisconsin",Portland Trail Blazers,Milwaukee Bucks,"13,087",84.9,Brent Barnaky, Steve Javie, Leroy Richardson,21,26,26,17,0,90,106.0,89.5,27,18,17,14,0,76,89.5,106.0
8,201011020WAS,"7:00 PM, November 2, 2010",2011,"Verizon Center, Washington, District of Columbia",Philadelphia 76ers,Washington Wizards,"17,803",95.6,Bennie Adams, Nick Buchert, Bill Kennedy,28,20,18,40,9,115,108.9,109.8,27,23,22,34,10,116,109.8,108.9
9,201011030ATL,"7:00 PM, November 3, 2010",2011,"Philips Arena, Atlanta, Georgia",Detroit Pistons,Atlanta Hawks,"13,003",84.5,Monty McCutchen, Olandis Poole, Tom Washington,22,26,18,19,0,85,100.6,111.2,24,20,26,24,0,94,111.2,100.6
