Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,201202010BOS,"7:30 PM, February 1, 2012",2012,"TD Garden, Boston, Massachusetts",Toronto Raptors,Boston Celtics,"18,624",84.1,James Capers, David Jones, Courtney Kirkland,16,19,14,15,0,64,76.1,119.0,29,28,20,23,0,100,119.0,76.1
1,201202010DAL,"8:00 PM, February 1, 2012",2012,"American Airlines Center, Dallas, Texas",Oklahoma City Thunder,Dallas Mavericks,"20,316",94.5,Mark Ayotte, Ron Garretson, Michael Smith,21,28,22,24,0,95,100.6,91.0,29,23,14,20,0,86,91.0,100.6
2,201202010MIL,"8:00 PM, February 1, 2012",2012,"Bradley Center, Milwaukee, Wisconsin",Miami Heat,Milwaukee Bucks,"16,116",92.8,Curtis Blair, Eddie F. Rush, Leon Wood,40,20,19,18,0,97,104.5,113.2,23,24,29,29,0,105,113.2,104.5
3,201202010MIN,"8:00 PM, February 1, 2012",2012,"Target Center, Minneapolis, Minnesota",Indiana Pacers,Minnesota Timberwolves,"15,017",103.0,Tony Brothers, Leroy Richardson, Kevin Scott,20,25,31,33,0,109,105.9,96.2,25,16,29,29,0,99,96.2,105.9
4,201202010NJN,"7:30 PM, February 1, 2012",2012,"Prudential Center, Newark, New Jersey",Detroit Pistons,New Jersey Nets,"10,504",80.7,Derrick Collins, Marc Davis, Olandis Poole,23,15,33,25,0,96,118.9,122.6,23,26,23,27,0,99,122.6,118.9
5,201202010NOH,"8:00 PM, February 1, 2012",2012,"New Orleans Arena, New Orleans, Louisiana",Phoenix Suns,New Orleans Hornets,"13,598",92.5,Dick Bavetta, Kevin Fehr, Eli Roe,25,31,32,32,0,120,129.8,111.4,27,32,28,16,0,103,111.4,129.8
6,201202010ORL,"7:00 PM, February 1, 2012",2012,"Amway Center, Orlando, Florida",Washington Wizards,Orlando Magic,"18,846",92.7,Tommy Nunez, Derrick Stafford, Scott Wall,20,23,25,35,0,103,111.1,117.6,25,22,22,40,0,109,117.6,111.1
7,201202010PHI,"7:00 PM, February 1, 2012",2012,"Wells Fargo Center, Philadelphia, Pennsylvania",Chicago Bulls,Philadelphia 76ers,"18,325",88.5,Mark Lindsay, Tre Maddox, Ken Mauer,21,23,11,27,0,82,92.6,110.7,27,22,26,23,0,98,110.7,92.6
8,201202010POR,"10:00 PM, February 1, 2012",2012,"Rose Garden Arena, Portland, Oregon",Charlotte Bobcats,Portland Trail Blazers,"20,608",95.7,Brent Barnaky, John Goble, Tom Washington,18,17,13,20,0,68,71.0,117.0,35,26,31,20,0,112,117.0,71.0
9,201202010SAS,"8:30 PM, February 1, 2012",2012,"AT&T Center, San Antonio, Texas",Houston Rockets,San Antonio Spurs,"18,581",90.8,Matt Boland, Scott Bolnick, Dan Crawford,27,25,19,20,0,91,100.2,109.0,16,23,28,32,0,99,109.0,100.2
10,201202010UTA,"10:30 PM, February 1, 2012",2012,"EnergySolutions Arena, Salt Lake City, Utah",Los Angeles Clippers,Utah Jazz,"19,637",96.0,Pat Fraher, Ed Malloy, J.T. Orr,32,24,16,35,0,107,111.5,109.4,29,29,16,31,0,105,109.4,111.5
11,201202020ATL,"7:30 PM, February 2, 2012",2012,"Philips Arena, Atlanta, Georgia",Memphis Grizzlies,Atlanta Hawks,"14,211",87.4,Joe Crawford, Kevin Fehr, Violet Palmer,21,32,26,17,0,96,109.9,88.1,19,24,12,22,0,77,88.1,109.9
12,201202020GSW,"10:30 PM, February 2, 2012",2012,"Oracle Arena, Oakland, California",Utah Jazz,Golden State Warriors,"18,123",89.7,Kevin Cutler, John Goble, Tom Washington,22,24,31,24,0,101,112.6,132.7,25,23,40,31,0,119,132.7,112.6
13,201202020LAC,"10:30 PM, February 2, 2012",2012,"STAPLES Center, Los Angeles, California",Denver Nuggets,Los Angeles Clippers,"19,223",87.8,Tony Brown, Eric Lewis, Jason Phillips,19,35,32,26,0,112,127.6,103.7,32,19,16,24,0,91,103.7,127.6
