Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,201001010ATL,"7:30 PM, January 1, 2010",2010,"Philips Arena, Atlanta, Georgia",New York Knicks,Atlanta Hawks,"17,366",87.7,Matt Boland, Joe Crawford, Derek Richardson,22,33,12,32,13,112,115.7,111.5,26,28,26,19,9,108,111.5,115.7
1,201001010LAL,"10:30 PM, January 1, 2010",2010,"STAPLES Center, Los Angeles, California",Sacramento Kings,Los Angeles Lakers,"18,997",93.2,Rodney Mott, Bill Spooner, Scott Twardoski,28,36,22,22,0,108,115.9,116.9,23,26,30,30,0,109,116.9,115.9
2,201001010MIN,"8:00 PM, January 1, 2010",2010,"Target Center, Minneapolis, Minnesota",Orlando Magic,Minnesota Timberwolves,"17,065",90.7,Courtney Kirkland, Ed Malloy, Ken Mauer,24,27,22,33,0,106,116.9,103.7,26,19,26,23,0,94,103.7,116.9
3,201001020BOS,"7:30 PM, January 2, 2010",2010,"TD Garden, Boston, Massachusetts",Toronto Raptors,Boston Celtics,"18,624",89.1,Dan Crawford, John Goble, Josh Tiven,27,21,19,29,0,96,107.8,115.6,29,29,20,25,0,103,115.6,107.8
4,201001020CHI,"8:00 PM, January 2, 2010",2010,"United Center, Chicago, Illinois",Orlando Magic,Chicago Bulls,"21,162",92.6,Tony Brown, Sean Corbin, Greg Willard,29,19,24,21,0,93,100.4,109.0,26,26,32,17,0,101,109.0,100.4
5,201001020IND,"7:00 PM, January 2, 2010",2010,"Conseco Fieldhouse, Indianapolis, Indiana",Minnesota Timberwolves,Indiana Pacers,"12,685",98.8,David Guthrie, Marat Kogut, Derrick Stafford,26,19,40,26,0,111,112.3,123.5,32,41,25,24,0,122,123.5,112.3
6,201001020MIA,"3:30 PM, January 2, 2010",2010,"AmericanAirlines Arena, Miami, Florida",Charlotte Bobcats,Miami Heat,"17,856",86.3,Tony Brothers, Eric Dalen, Phil Robinson,17,32,24,34,0,107,124.0,112.4,30,16,26,25,0,97,112.4,124.0
7,201001020MIL,"8:30 PM, January 2, 2010",2010,"Bradley Center, Milwaukee, Wisconsin",Oklahoma City Thunder,Milwaukee Bucks,"15,264",90.6,James Capers, Bob Delaney, Mark Lindsay,20,29,24,15,9,97,96.9,102.9,23,25,23,17,15,103,102.9,96.9
8,201001020NJN,"1:00 PM, January 2, 2010",2010,"Izod Center, East Rutherford, New Jersey",Cleveland Cavaliers,New Jersey Nets,"17,569",88.9,Derrick Collins, Brian Forte, Scott Foster,19,25,25,25,0,94,105.7,96.7,26,17,18,25,0,86,96.7,105.7
9,201001020NOH,"8:00 PM, January 2, 2010",2010,"New Orleans Arena, New Orleans, Louisiana",Houston Rockets,New Orleans Hornets,"16,020",88.3,Mike Callahan, Eric Lewis, James Williams,26,24,27,18,0,95,107.5,112.1,24,22,25,28,0,99,112.1,107.5
10,201001020PHO,"9:00 PM, January 2, 2010",2010,"US Airways Center, Phoenix, Arizona",Memphis Grizzlies,Phoenix Suns,"17,135",94.0,Bennie Adams, Dick Bavetta, Pat Fraher,33,36,31,28,0,128,136.1,109.6,29,21,26,27,0,103,109.6,136.1
11,201001020POR,"10:00 PM, January 2, 2010",2010,"Rose Garden Arena, Portland, Oregon",Golden State Warriors,Portland Trail Blazers,"20,507",90.7,Bill Kennedy, Monty McCutchen, Leroy Richardson,41,15,17,16,0,89,98.1,115.8,31,24,23,27,0,105,115.8,98.1
12,201001020SAC,"10:00 PM, January 2, 2010",2010,"Power Balance Pavilion, Sacramento, California",Dallas Mavericks,Sacramento Kings,"14,294",96.7,Olandis Poole, Tom Washington, Zach Zarba,25,30,22,22,0,99,102.3,94.1,27,21,19,24,0,91,94.1,102.3
13,201001020UTA,"9:00 PM, January 2, 2010",2010,"EnergySolutions Arena, Salt Lake City, Utah",Denver Nuggets,Utah Jazz,"19,911",96.6,Joe DeRosa, Tommy Nunez, Gary Zielinski,28,23,27,27,0,105,108.7,98.3,25,22,21,27,0,95,98.3,108.7
14,201001020WAS,"7:00 PM, January 2, 2010",2010,"Verizon Center, Washington, District of Columbia",San Antonio Spurs,Washington Wizards,"19,025",88.5,Matt Boland, Kane Fitzgerald, Eddie F. Rush,30,20,20,27,0,97,109.6,97.1,24,26,21,15,0,86,97.1,109.6
15,201001030CLE,"6:00 PM, January 3, 2010",2010,"Quicken Loans Arena, Cleveland, Ohio",Charlotte Bobcats,Cleveland Cavaliers,"20,562",79.6,Curtis Blair, James Capers, Joe Crawford,18,27,25,21,0,91,114.4,110.6,24,22,23,19,0,88,110.6,114.4
16,201001030DEN,"8:00 PM, January 3, 2010",2010,"Pepsi Center, Denver, Colorado",Philadelphia 76ers,Denver Nuggets,"19,155",96.1,Bill Kennedy, Leroy Richardson, Tom Washington,27,32,25,24,0,108,112.3,109.2,36,24,16,29,0,105,109.2,112.3
17,201001030LAL,"9:30 PM, January 3, 2010",2010,"STAPLES Center, Los Angeles, California",Dallas Mavericks,Los Angeles Lakers,"18,997",93.2,Joe Forte, Haywoode Workman, Mark Wunderlich,13,26,24,33,0,96,103.0,140.5,30,34,39,28,0,131,140.5,103.0
18,201001030NYK,"6:00 PM, January 3, 2010",2010,"Madison Square Garden (IV), New York, New York",Indiana Pacers,New York Knicks,"19,763",99.7,Courtney Kirkland, Ed Malloy, Ken Mauer,16,26,20,27,0,89,89.3,132.4,38,36,33,25,0,132,132.4,89.3
19,201001030TOR,"6:00 PM, January 3, 2010",2010,"Air Canada Centre, Toronto, Canada",San Antonio Spurs,Toronto Raptors,"18,323",90.9,Marc Davis, Eli Roe, Bennett Salvatore,19,15,21,31,0,86,94.6,100.1,27,21,19,24,0,91,100.1,94.6
20,201001040CHI,"8:00 PM, January 4, 2010",2010,"United Center, Chicago, Illinois",Oklahoma City Thunder,Chicago Bulls,"18,838",91.5,Marat Kogut, Ed Malloy, Gary Zielinski,23,24,32,19,0,98,107.1,92.9,28,24,14,19,0,85,92.9,107.1
21,201001040LAC,"10:30 PM, January 4, 2010",2010,"STAPLES Center, Los Angeles, California",Portland Trail Blazers,Los Angeles Clippers,"15,104",88.3,Bob Delaney, Rodney Mott, Derek Richardson,21,24,29,21,0,95,107.6,118.9,20,25,33,27,0,105,118.9,107.6
22,201001040MIA,"7:30 PM, January 4, 2010",2010,"AmericanAirlines Arena, Miami, Florida",Atlanta Hawks,Miami Heat,"16,500",82.9,Sean Corbin, Kevin Fehr, Greg Willard,14,20,24,17,0,75,90.4,110.9,30,21,22,19,0,92,110.9,90.4
23,201001040UTA,"9:00 PM, January 4, 2010",2010,"EnergySolutions Arena, Salt Lake City, Utah",New Orleans Hornets,Utah Jazz,"19,911",88.4,Bennie Adams, Monty McCutchen, Olandis Poole,24,20,25,22,0,91,102.9,98.4,32,19,11,25,0,87,98.4,102.9
24,201001050CHA,"7:00 PM, January 5, 2010",2010,"Time Warner Cable Arena, Charlotte, North Carolina",Chicago Bulls,Charlotte Bobcats,"13,749",100.7,Scott Foster, Pat Fraher, Leon Wood,28,24,28,28,0,108,107.3,112.2,31,28,28,26,0,113,112.2,107.3
25,201001050DAL,"8:30 PM, January 5, 2010",2010,"American Airlines Center, Dallas, Texas",Detroit Pistons,Dallas Mavericks,"19,799",88.9,Brian Forte, David Guthrie, Derrick Stafford,22,22,24,25,0,93,104.6,110.2,14,22,32,30,0,98,110.2,104.6
26,201001050DEN,"9:00 PM, January 5, 2010",2010,"Pepsi Center, Denver, Colorado",Golden State Warriors,Denver Nuggets,"15,129",99.4,Mark Ayotte, Jason Phillips, Bill Spooner,30,32,34,26,0,122,122.7,123.7,28,37,33,25,0,123,123.7,122.7
27,201001050IND,"7:00 PM, January 5, 2010",2010,"Conseco Fieldhouse, Indianapolis, Indiana",Orlando Magic,Indiana Pacers,"11,119",96.6,Dan Crawford, Kevin Fehr, Tommy Nunez,19,20,23,28,0,90,93.2,100.4,24,21,23,29,0,97,100.4,93.2
28,201001050LAL,"10:30 PM, January 5, 2010",2010,"STAPLES Center, Los Angeles, California",Houston Rockets,Los Angeles Lakers,"18,997",91.4,Bennie Adams, Dick Bavetta, Derek Richardson,15,18,22,24,0,79,86.4,96.2,22,19,18,29,0,88,96.2,86.4
29,201001050NJN,"7:30 PM, January 5, 2010",2010,"Izod Center, East Rutherford, New Jersey",Milwaukee Bucks,New Jersey Nets,"11,101",86.6,Joe DeRosa, Marat Kogut, Eric Lewis,22,30,26,20,0,98,113.2,87.8,16,25,18,17,0,76,87.8,113.2
30,201001050PHI,"7:00 PM, January 5, 2010",2010,"Wachovia Center, Philadelphia, Pennsylvania",Washington Wizards,Philadelphia 76ers,"11,822",93.6,John Goble, Ken Mauer, Sean Wright,23,21,34,26,0,104,111.2,103.7,26,32,22,17,0,97,103.7,111.2
31,201001050POR,"10:00 PM, January 5, 2010",2010,"Rose Garden Arena, Portland, Oregon",Memphis Grizzlies,Portland Trail Blazers,"20,278",86.8,Olandis Poole, Tom Washington, Zach Zarba,24,33,30,22,0,109,125.6,121.0,25,33,21,26,0,105,121.0,125.6
