Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,1,Jerry Stackhouse,34:00,7,21,.333,3,7,.429,3,4,.750,1,1,2,3,0,1,4,4,20,-12,.439,.405,.333,.190,2.8,3.3,3.0,18.3,0.0,2.3,14.9,31.4,88,112
1,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,1,Chucky Atkins,34:00,1,14,.071,0,4,.000,0,0,,0,4,4,7,0,0,3,3,2,-5,.071,.071,.286,.000,0.0,13.1,6.1,31.3,0.0,0.0,17.6,20.0,38,110
2,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,1,Jerome Williams,26:00,3,8,.375,0,0,,0,0,,5,9,14,0,1,0,6,2,6,-12,.375,.375,.000,.000,18.5,38.6,27.8,0.0,1.9,0.0,42.9,21.5,53,99
3,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,1,Ben Wallace,21:00,3,4,.750,0,0,,0,2,.000,3,5,8,2,1,1,2,4,6,-7,.615,.750,.000,.500,13.7,26.6,19.7,17.5,2.4,3.7,29.1,13.1,97,98
4,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,1,Billy Owens,16:00,3,8,.375,0,0,,1,2,.500,4,4,8,1,1,1,0,3,7,-8,.394,.375,.000,.250,24.0,27.9,25.8,12.5,3.1,4.8,0.0,22.2,106,95
5,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,0,John Wallace,25:00,5,10,.500,0,1,.000,2,2,1.000,1,0,1,0,0,0,3,4,12,-2,.551,.500,.100,.200,3.8,0.0,2.1,0.0,0.0,0.0,21.6,22.2,91,114
6,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,0,Cedric Ceballos,20:00,5,11,.455,3,7,.429,0,0,,0,1,1,2,0,0,0,0,13,-4,.591,.591,.636,.000,0.0,5.6,2.6,22.9,0.0,0.0,0.0,22.0,134,113
7,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,0,Jud Buechler,17:00,2,3,.667,1,1,1.000,0,0,,0,2,2,2,0,0,0,1,5,-13,.833,.833,.333,.000,0.0,13.1,6.1,20.6,0.0,0.0,0.0,7.0,181,110
8,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,0,Eric Montross,15:00,2,3,.667,0,0,,0,0,,2,5,7,0,0,0,1,4,4,-7,.667,.667,.000,.000,12.8,37.2,24.1,0.0,0.0,0.0,25.0,10.7,105,103
9,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,0,Mateen Cleaves,14:00,0,5,.000,0,1,.000,4,4,1.000,0,0,0,1,1,0,2,1,4,-15,.296,.000,.200,.800,0.0,0.0,0.0,10.4,3.6,0.0,22.8,25.0,61,106
10,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,0,Mikki Moore,10:00,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,0,0,2,-10,.333,.333,.000,.000,9.6,11.2,10.3,0.0,0.0,0.0,0.0,12.0,88,111
11,200011010BOS,"7:00 PM, November 1, 2000",2001,Detroit Pistons,Boston Celtics,0,Michael Curry,8:00,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,2,2,-5,.500,.500,.000,.000,0.0,14.0,6.5,0.0,0.0,0.0,33.3,15.0,64,110
12,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,1,Antoine Walker,41:00,12,19,.632,3,6,.500,6,6,1.000,3,9,12,4,0,3,4,1,33,+24,.762,.711,.316,.316,8.2,21.1,15.1,26.1,0.0,4.9,15.6,27.9,131,87
13,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,1,Paul Pierce,39:00,9,24,.375,1,4,.250,9,14,.643,1,5,6,5,2,0,2,2,28,+11,.464,.396,.167,.583,2.9,12.3,7.9,29.4,2.5,0.0,6.2,36.7,99,89
14,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,1,Kenny Anderson,35:00,2,9,.222,1,1,1.000,3,4,.750,1,2,3,5,4,0,2,1,8,+21,.372,.278,.111,.444,3.2,5.5,4.4,23.4,5.7,0.0,15.7,16.2,86,86
15,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,1,Tony Battie,28:00,5,7,.714,0,0,,0,0,,1,11,12,1,1,2,0,3,10,+13,.714,.714,.000,.000,4.0,37.7,22.1,7.3,1.8,4.8,0.0,11.1,146,74
16,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,1,Eric Williams,15:00,0,3,.000,0,0,,0,0,,0,0,0,3,0,2,1,3,0,+12,.000,.000,.000,.000,0.0,0.0,0.0,30.0,0.0,9.0,25.0,11.9,38,96
17,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,0,Bryant Stith,24:00,2,5,.400,2,3,.667,10,10,1.000,0,0,0,3,4,0,2,2,16,+19,.851,.600,.600,2.000,0.0,0.0,0.0,21.4,8.3,0.0,17.5,21.2,150,83
18,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,0,Adrian Griffin,18:00,1,5,.200,0,1,.000,0,0,,2,5,7,0,0,0,0,4,2,-2,.200,.200,.200,.000,12.4,26.7,20.1,0.0,0.0,0.0,0.0,12.4,69,86
19,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,0,Vitaly Potapenko,17:00,1,2,.500,0,0,,2,2,1.000,1,1,2,0,1,0,1,3,4,+9,.694,.500,.000,1.000,6.6,5.6,6.1,0.0,2.9,0.0,25.8,10.2,114,91
20,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,0,Randy Brown,13:00,0,2,.000,0,0,,0,0,,0,0,0,1,1,0,1,1,0,-1,.000,.000,.000,.000,0.0,0.0,0.0,11.5,3.8,0.0,33.3,10.3,18,92
21,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,0,Jerome Moiso,7:00,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,2,0,-4,.000,.000,.000,.000,15.9,0.0,7.4,0.0,0.0,0.0,50.0,12.7,34,100
22,200011010BOS,"7:00 PM, November 1, 2000",2001,Boston Celtics,Detroit Pistons,0,Mark Blount,3:00,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,-2,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,250,101
23,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,1,Rod Strickland,32:00,6,10,.600,0,0,,6,6,1.000,0,3,3,6,0,0,1,1,18,+9,.484,.250,.000,1.250,0.0,17.4,10.9,25.0,3.4,0.0,0.0,19.5,118,82
24,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,1,Felipe Lopez,32:00,2,8,.250,0,0,,8,10,.800,0,5,5,5,2,0,0,2,12,+19,.712,.600,.000,.600,0.0,10.5,6.5,37.5,0.0,0.0,7.3,21.5,143,91
25,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,1,Juwan Howard,29:00,6,10,.600,0,0,,1,1,1.000,1,3,4,2,0,2,2,1,13,+10,.623,.600,.000,.100,6.4,11.5,9.6,14.3,0.0,5.1,16.1,21.6,106,88
26,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,1,Mitch Richmond,28:00,3,8,.375,1,2,.500,3,3,1.000,0,1,1,3,0,0,3,1,10,+10,.536,.438,.250,.375,0.0,4.0,2.5,18.5,0.0,0.0,24.4,22.2,89,94
27,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,1,Jahidi White,21:00,2,5,.400,0,1,.000,2,2,1.000,1,5,6,1,1,0,4,3,6,+7,.510,.400,.200,.400,8.8,26.6,19.9,8.0,2.6,0.0,40.5,23.7,69,80
28,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,0,Richard Hamilton,23:00,9,14,.643,3,4,.750,2,2,1.000,0,1,1,1,1,0,3,4,23,+9,.773,.750,.286,.143,0.0,4.9,3.0,14.7,2.3,0.0,16.8,39.1,114,88
29,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,0,Michael Smith,21:00,1,2,.500,0,0,,1,2,.500,2,5,7,1,0,1,1,2,3,+10,.521,.500,.000,1.000,17.6,26.6,23.2,7.4,0.0,3.5,25.8,9.3,107,83
30,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,0,Gerard King,19:00,1,1,1.000,0,0,,2,2,1.000,0,3,3,1,0,0,0,3,4,+8,1.064,1.000,.000,2.000,0.0,17.6,11.0,8.3,0.0,0.0,0.0,5.0,226,88
31,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,0,Chris Whitney,16:00,1,2,.500,0,1,.000,0,0,,0,2,2,3,1,0,1,4,2,+9,.500,.500,.500,.000,0.0,14.0,8.7,30.0,3.4,0.0,33.3,9.4,96,83
32,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,0,Cherokee Parks,13:00,1,4,.250,0,0,,0,0,,0,4,4,1,0,2,2,3,2,0,.250,.250,.000,.000,0.0,34.3,21.4,12.6,0.0,11.4,33.3,23.2,41,75
33,200011010CHH,"7:30 PM, November 1, 2000",2001,Washington Wizards,Charlotte Hornets,0,Obinna Ekezie,6:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,4,2,-1,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.8,68,93
34,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,1,Baron Davis,39:00,2,10,.200,0,1,.000,2,2,1.000,3,1,4,6,4,1,2,5,6,-14,.276,.200,.100,.200,8.6,4.7,7.1,30.1,5.5,2.2,15.5,15.2,74,100
35,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,1,P.J. Brown,37:00,4,6,.667,0,0,,4,4,1.000,3,7,10,2,2,3,1,3,12,-16,.773,.667,.000,.667,9.1,34.9,18.8,11.9,2.9,6.8,11.4,10.9,146,98
36,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,1,David Wesley,36:00,3,13,.231,0,5,.000,6,8,.750,0,0,0,4,0,0,4,4,12,-15,.363,.231,.385,.615,0.0,0.0,0.0,23.2,0.0,0.0,19.5,26.3,69,115
37,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,1,Jamal Mashburn,35:00,5,21,.238,0,2,.000,3,4,.750,2,1,3,1,1,0,3,3,13,-10,.286,.238,.095,.190,6.4,5.3,6.0,6.8,1.5,0.0,11.6,33.9,60,111
38,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,1,Elden Campbell,29:00,4,7,.571,0,0,,5,10,.500,1,7,8,2,1,1,4,4,13,-8,.570,.571,.000,1.429,3.8,44.6,19.2,16.2,1.9,2.9,26.0,24.5,86,104
39,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,0,Eddie Robinson,19:00,1,5,.200,0,1,.000,0,0,,0,2,2,1,0,0,0,1,2,-12,.200,.200,.200,.000,0.0,19.4,7.3,10.3,0.0,0.0,0.0,12.1,52,113
40,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,0,Eldridge Recasner,15:00,2,4,.500,0,0,,0,0,,0,1,1,4,1,0,1,0,4,-6,.500,.500,.000,.000,0.0,12.3,4.6,62.1,3.6,0.0,20.0,15.4,97,106
41,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,0,Otis Thorpe,12:00,1,2,.500,0,0,,0,0,,0,2,2,1,0,0,0,3,2,-9,.500,.500,.000,.000,0.0,30.8,11.6,17.4,0.0,0.0,0.0,7.7,112,112
42,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,0,Jamaal Magloire,7:00,3,4,.750,0,0,,1,2,.500,2,1,3,0,0,0,0,1,7,-1,1.064,1.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,231,115
43,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,0,Hersey Hawkins,7:00,1,1,1.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,4,-1,.717,.750,.000,.500,31.9,26.4,29.8,0.0,0.0,0.0,0.0,32.2,145,112
44,200011010CHH,"7:30 PM, November 1, 2000",2001,Charlotte Hornets,Washington Wizards,0,Tim James,4:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,1,1,2,+2,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,21.1,50.0,23.1,64,94
45,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,1,Chris Webber,50:00,10,26,.385,0,0,,7,9,.778,2,6,8,5,2,3,4,5,27,-5,.451,.385,.000,.346,4.8,17.0,10.4,31.5,2.3,4.2,11.8,32.4,94,97
46,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,1,Doug Christie,48:00,1,13,.077,0,4,.000,4,4,1.000,2,1,3,1,2,0,3,3,6,+3,.203,.077,.308,.308,5.0,2.9,4.1,4.2,2.4,0.0,16.9,17.6,49,104
47,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,1,Peja Stojakovic,47:00,7,12,.583,3,6,.500,6,7,.857,3,1,4,1,2,0,6,3,23,-1,.763,.708,.500,.583,7.7,3.0,5.5,5.8,2.4,0.0,28.5,21.4,109,104
48,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,1,Bobby Jackson,44:00,1,7,.143,1,4,.250,8,8,1.000,0,6,6,5,0,1,5,4,11,-1,.523,.214,.571,1.143,0.0,19.3,8.9,23.0,0.0,1.6,32.2,16.8,87,102
49,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,1,Vlade Divac,21:00,2,5,.400,0,0,,0,0,,2,2,4,1,0,0,0,1,4,-6,.400,.400,.000,.000,11.5,13.5,12.4,11.3,0.0,0.0,0.0,11.4,108,105
50,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,0,Scot Pollard,37:00,3,6,.500,0,0,,6,9,.667,2,4,6,0,2,2,1,4,12,+6,.602,.500,.000,1.500,6.5,15.3,10.6,0.0,3.1,3.8,9.1,14.1,122,96
51,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,0,Jon Barry,19:00,0,3,.000,0,0,,0,0,,1,1,2,5,0,0,0,0,0,-8,.000,.000,.000,.000,6.4,7.4,6.9,50.9,0.0,0.0,0.0,7.5,80,108
52,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,0,Lawrence Funderburke,8:00,3,7,.429,0,0,,3,3,1.000,1,1,2,0,0,0,0,0,9,+3,.541,.429,.000,.429,15.1,17.7,16.3,0.0,0.0,0.0,0.0,49.6,122,104
53,200011010CLE,"7:30 PM, November 1, 2000",2001,Sacramento Kings,Cleveland Cavaliers,0,Nick Anderson,6:00,1,2,.500,1,1,1.000,0,0,,1,1,2,0,0,0,0,0,3,+3,.750,.750,.500,.000,20.1,23.6,21.7,0.0,0.0,0.0,0.0,15.9,154,102
