Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200910270CLE,"7:30 PM, October 27, 2009",2010,"Quicken Loans Arena, Cleveland, Ohio",Boston Celtics,Cleveland Cavaliers,"20,562",88.6,Tony Brothers, Steve Javie, Derek Richardson,21,30,21,23,0,95,107.2,100.4,28,17,20,24,0,89,100.4,107.2
1,200910270DAL,"8:30 PM, October 27, 2009",2010,"American Airlines Center, Dallas, Texas",Washington Wizards,Dallas Mavericks,"19,871",89.5,Ron Garretson, Michael Smith, Haywoode Workman,21,35,21,25,0,102,113.9,101.6,21,29,24,17,0,91,101.6,113.9
2,200910270LAL,"10:30 PM, October 27, 2009",2010,"STAPLES Center, Los Angeles, California",Los Angeles Clippers,Los Angeles Lakers,"18,997",97.5,Bill Kennedy, Leroy Richardson, Bill Spooner,22,27,26,17,0,92,94.4,101.6,32,27,17,23,0,99,101.6,94.4
3,200910270POR,"10:00 PM, October 27, 2009",2010,"Rose Garden Arena, Portland, Oregon",Houston Rockets,Portland Trail Blazers,"20,403",96.6,Derrick Collins, Monty McCutchen, Rodney Mott,23,18,15,31,0,87,90.1,99.4,23,31,21,21,0,96,99.4,90.1
4,200910280ATL,"7:00 PM, October 28, 2009",2010,"Philips Arena, Atlanta, Georgia",Indiana Pacers,Atlanta Hawks,"17,998",100.8,Mike Callahan, Olandis Poole, Zach Zarba,32,33,29,15,0,109,108.1,119.0,29,37,29,25,0,120,119.0,108.1
5,200910280BOS,"7:30 PM, October 28, 2009",2010,"TD Garden, Boston, Massachusetts",Charlotte Bobcats,Boston Celtics,"18,624",85.4,Brian Forte, Scott Foster, Gary Zielinski,13,18,10,18,0,59,69.1,107.8,22,20,25,25,0,92,107.8,69.1
6,200910280DEN,"10:30 PM, October 28, 2009",2010,"Pepsi Center, Denver, Colorado",Utah Jazz,Denver Nuggets,"19,155",96.6,James Capers, Bob Delaney, Leroy Richardson,30,25,25,25,0,105,108.7,118.0,23,31,28,32,0,114,118.0,108.7
7,200910280GSW,"10:30 PM, October 28, 2009",2010,"Oracle Arena, Oakland, California",Houston Rockets,Golden State Warriors,"19,596",97.7,Tony Brown, Dan Crawford, John Goble,26,26,35,21,0,108,110.6,109.6,28,34,19,26,0,107,109.6,110.6
8,200910280LAC,"10:30 PM, October 28, 2009",2010,"STAPLES Center, Los Angeles, California",Phoenix Suns,Los Angeles Clippers,"15,974",94.5,Derrick Collins, Monty McCutchen, Rodney Mott,24,29,24,32,0,109,115.4,113.3,31,22,26,28,0,107,113.3,115.4
9,200910280MEM,"8:00 PM, October 28, 2009",2010,"FedEx Forum, Memphis, Tennessee",Detroit Pistons,Memphis Grizzlies,"17,212",81.9,Bennie Adams, Joe Forte, Eddie F. Rush,24,29,18,25,0,96,117.1,90.3,20,21,16,17,0,74,90.3,117.1
