Index,game_id,date,season,team,opp,starting_five,name,mp,fg,fga,fgp,tp,tpa,tpp,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,pm,tsp,efgp,tpar,ftr,orbp,drbp,trbp,astp,stlp,blkp,tovp,usgp,ortg,drtg
0,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,1,Draymond Green,43:46,4,13,.308,2,6,.333,4,6,.667,2,9,11,4,0,3,1,4,14,+18,.448,.385,.462,.462,4.1,16.2,10.5,12.3,0.0,4.2,6.0,16.2,107,103
1,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,1,Klay Thompson,38:17,9,23,.391,2,10,.200,0,0,,0,5,5,2,1,1,0,2,20,+17,.435,.435,.435,.000,0.0,10.3,5.5,8.7,1.3,1.6,0.0,25.6,98,106
2,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,1,Stephen Curry,37:38,14,22,.636,5,8,.625,4,4,1.000,0,4,4,5,1,0,5,1,37,+8,.779,.750,.364,.182,0.0,8.4,4.4,28.8,1.3,0.0,17.4,32.6,131,108
3,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,1,Harrison Barnes,30:02,6,14,.429,3,7,.429,2,2,1.000,4,4,8,0,0,0,1,3,17,-2,.571,.536,.500,.143,11.8,10.5,11.1,0.0,0.0,0.0,6.3,22.6,121,109
4,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,1,Andrew Bogut,18:43,1,6,.167,0,0,,0,0,,4,6,10,3,1,2,0,2,2,-9,.167,.167,.000,.000,19.0,25.2,22.3,20.6,2.6,6.6,0.0,13.7,94,90
5,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,0,Andre Iguodala,32:41,3,4,.750,0,0,,0,0,,1,8,9,3,1,1,0,0,6,+12,.750,.750,.000,.000,2.7,19.3,11.5,12.4,1.5,1.9,0.0,5.2,171,99
6,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,0,Shaun Livingston,19:34,2,5,.400,0,0,,3,3,1.000,1,0,1,2,0,1,2,4,7,+1,.554,.400,.000,.600,4.5,0.0,2.1,14.0,0.0,3.1,24.0,18.1,102,114
7,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,0,David Lee,7:44,1,4,.250,0,1,.000,1,2,.500,3,2,5,0,0,0,1,1,3,-14,.307,.250,.250,.500,34.5,20.4,27.0,0.0,0.0,0.0,17.0,32.4,81,103
8,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,0,Justin Holiday,6:22,0,2,.000,0,2,.000,0,0,,0,2,2,0,0,0,0,1,0,+7,.000,.000,1.000,.000,0.0,24.7,13.1,0.0,0.0,0.0,0.0,13.4,0,100
9,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,0,Leandro Barbosa,5:13,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-13,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0,116
10,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,0,Brandon Rush,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,201503010BOS,"6:00 PM, March 1, 2015",2015,Golden State Warriors,Boston Celtics,0,Marreese Speights,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,1,Marcus Smart,36:14,4,11,.364,2,6,.333,0,0,,2,4,6,4,2,0,0,2,10,+3,.455,.455,.545,.000,4.3,9.8,6.9,15.3,2.7,0.0,0.0,11.7,120,108
13,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,1,Avery Bradley,33:59,5,17,.294,0,1,.000,2,3,.667,2,2,4,2,0,0,1,3,12,-4,.328,.294,.059,.176,4.6,5.2,4.9,8.6,0.0,0.0,5.2,21.9,81,116
14,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,1,Brandon Bass,31:50,6,12,.500,0,0,,3,4,.750,5,7,12,1,0,0,1,2,15,-10,.545,.500,.000,.333,12.4,19.5,15.7,4.9,0.0,0.0,6.8,17.9,121,110
15,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,1,Evan Turner,28:13,4,12,.333,0,1,.000,2,2,1.000,0,9,9,6,1,0,2,2,10,-1,.388,.333,.083,.167,0.0,28.4,13.3,30.7,1.8,0.0,13.4,20.3,90,102
16,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,1,Tyler Zeller,27:20,7,13,.538,0,0,,3,3,1.000,3,3,6,1,0,1,1,1,17,+12,.594,.538,.000,.231,8.6,9.8,9.2,6.3,0.0,2.9,6.5,21.6,126,112
17,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,Isaiah Thomas,28:47,8,21,.381,3,11,.273,1,1,1.000,1,1,2,5,0,0,1,3,20,-10,.466,.452,.524,.048,2.7,3.1,2.9,31.3,0.0,0.0,4.5,30.1,109,117
18,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,Jae Crowder,26:35,4,17,.235,1,7,.143,0,0,,6,11,17,2,0,1,2,2,9,-15,.265,.265,.412,.000,17.8,36.8,26.7,11.0,0.0,3.0,10.5,27.6,73,100
19,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,James Young,14:33,1,5,.200,1,4,.250,2,4,.500,0,2,2,0,0,0,0,0,5,-4,.370,.300,.800,.800,0.0,12.2,5.7,0.0,0.0,0.0,0.0,17.9,89,113
20,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,Jonas Jerebko,12:29,1,1,1.000,1,1,1.000,0,0,,2,0,2,0,1,1,0,2,3,+4,1.500,1.500,1.000,.000,12.6,0.0,6.7,0.0,4.0,6.3,0.0,3.1,264,105
21,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,Phil Pressey,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,Gerald Wallace,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,Luigi Datome,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,201503010BOS,"6:00 PM, March 1, 2015",2015,Boston Celtics,Golden State Warriors,0,Shavlik Randolph,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,1,DeAndre Jordan,40:30,2,3,.667,0,0,,5,12,.417,6,20,26,0,2,2,1,3,9,+19,.543,.667,.000,4.000,15.1,40.2,29.1,0.0,2.6,3.9,10.8,10.4,119,74
26,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,1,J.J. Redick,37:49,5,14,.357,2,7,.286,0,0,,2,6,8,0,1,0,1,4,12,+13,.429,.429,.500,.000,5.4,12.9,9.6,0.0,1.4,0.0,6.7,18.0,93,97
27,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,1,Chris Paul,37:43,12,19,.632,0,4,.000,4,6,.667,1,4,5,12,0,1,1,2,28,+20,.647,.632,.211,.316,2.7,8.6,6.0,67.2,0.0,2.1,4.4,27.3,145,102
28,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,1,Matt Barnes,33:49,2,9,.222,1,3,.333,1,2,.500,0,4,4,1,0,4,2,4,6,+10,.304,.278,.333,.222,0.0,9.6,5.4,4.0,0.0,9.3,16.8,16.0,60,98
29,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,1,Spencer Hawes,23:06,6,12,.500,2,5,.400,0,0,,2,7,9,1,1,3,1,3,14,-7,.583,.583,.417,.000,8.8,24.7,17.6,8.1,2.3,10.2,7.7,25.6,119,82
30,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,0,Jamal Crawford,34:27,6,18,.333,1,6,.167,3,4,.750,0,0,0,0,1,1,1,2,16,+9,.405,.361,.333,.222,0.0,0.0,0.0,0.0,1.5,2.3,4.8,27.4,86,105
31,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,0,Austin Rivers,13:31,1,6,.167,0,0,,0,0,,2,1,3,1,1,0,0,2,2,-3,.167,.167,.000,.000,15.1,6.0,10.1,10.3,3.9,0.0,0.0,20.2,67,96
32,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,0,Glen Davis,11:17,2,3,.667,0,0,,0,0,,0,0,0,0,0,1,1,1,4,-10,.667,.667,.000,.000,0.0,0.0,0.0,0.0,0.0,7.0,25.0,16.1,95,106
33,201503010CHI,"1:00 PM, March 1, 2015",2015,Los Angeles Clippers,Chicago Bulls,0,Hedo Turkoglu,6:11,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,0,1,5,+1,.833,.833,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,164,109
