Index,game_id,date,season,arena,away_name,home_name,att,pace,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200403010BOS,"7:00 PM, March 1, 2004",2004,"FleetCenter, Boston, Massachusetts",Orlando Magic,Boston Celtics,"13,636",93.2,Tim Donaghy, Phil Robinson, Greg Willard,26,31,25,14,0,96,103.0,125.5,27,29,31,30,0,117,125.5,103.0
1,200403010CHI,"8:30 PM, March 1, 2004",2004,"United Center, Chicago, Illinois",Cleveland Cavaliers,Chicago Bulls,"19,203",84.6,James Capers, Dan Crawford, Leroy Richardson,23,14,19,25,0,81,95.8,108.8,21,30,23,18,0,92,108.8,95.8
2,200403010SAS,"8:30 PM, March 1, 2004",2004,"SBC Center, San Antonio, Texas",Memphis Grizzlies,San Antonio Spurs,"16,705",88.4,Bob Delaney, Kevin Fehr, Derrick Stafford,21,22,14,24,0,81,91.7,90.5,26,21,21,12,0,80,90.5,91.7
3,200403010UTA,"9:00 PM, March 1, 2004",2004,"Delta Center, Salt Lake City, Utah",Detroit Pistons,Utah Jazz,"19,911",87.3,Ted Bernhardt, Joe Forte, Derek Richardson,20,27,19,20,0,86,98.6,107.7,25,17,21,31,0,94,107.7,98.6
4,200403010WAS,"7:00 PM, March 1, 2004",2004,"MCI Center, Washington, District of Columbia",New Orleans Hornets,Washington Wizards,"13,830",92.4,Matt Boland, Jess Kersey, Bennett Salvatore,26,14,32,24,10,106,103.9,108.9,30,28,28,10,15,111,108.9,103.9
5,200403020ATL,"7:30 PM, March 2, 2004",2004,"Philips Arena, Atlanta, Georgia",Los Angeles Lakers,Atlanta Hawks,"19,445",87.1,Pat Fraher, Rodney Mott, Eddie F. Rush,22,17,32,22,0,93,106.8,108.0,22,20,27,25,0,94,108.0,106.8
6,200403020DAL,"8:30 PM, March 2, 2004",2004,"American Airlines Center, Dallas, Texas",Seattle SuperSonics,Dallas Mavericks,"19,954",94.2,Marc Davis, Michael Smith, Tom Washington,25,20,26,25,0,96,101.9,113.5,20,27,22,38,0,107,113.5,101.9
7,200403020DEN,"9:00 PM, March 2, 2004",2004,"Pepsi Center, Denver, Colorado",New Jersey Nets,Denver Nuggets,"18,044",92.6,Bill Kennedy, Monty McCutchen, Bill Spooner,22,20,31,22,0,95,102.5,98.2,30,18,21,22,0,91,98.2,102.5
8,200403020GSW,"10:30 PM, March 2, 2004",2004,"The Arena in Oakland, Oakland, California",Indiana Pacers,Golden State Warriors,"16,836",90.9,Bennie Adams, Joe Crawford, Troy Raymond,28,24,19,25,0,96,105.6,96.8,17,19,27,25,0,88,96.8,105.6
9,200403020MIA,"7:30 PM, March 2, 2004",2004,"AmericanAirlines Arena, Miami, Florida",Toronto Raptors,Miami Heat,"14,178",82.2,Scott Foster, Steve Javie, Gary Zielinski,15,37,26,11,0,89,108.2,104.6,30,24,24,8,0,86,104.6,108.2
10,200403020SAC,"10:00 PM, March 2, 2004",2004,"ARCO Arena (II), Sacramento, California",Los Angeles Clippers,Sacramento Kings,"17,317",91.9,Jack Nies, Violet Palmer, Blane Reichelt,33,21,24,28,0,106,115.3,122.9,33,27,22,31,0,113,122.9,115.3
11,200403030CLE,"7:00 PM, March 3, 2004",2004,"Gund Arena, Cleveland, Ohio",Atlanta Hawks,Cleveland Cavaliers,"20,562",95.8,Tony Brown, Ron Garretson, George Toliver,19,22,19,20,0,80,83.5,116.9,36,27,22,27,0,112,116.9,83.5
12,200403030HOU,"9:00 PM, March 3, 2004",2004,"Toyota Center, Houston, Texas",Los Angeles Lakers,Houston Rockets,"18,172",89.8,Dick Bavetta, Phil Robinson, Mark Wunderlich,29,14,19,34,0,96,106.9,103.6,25,28,18,22,0,93,103.6,106.9
13,200403030LAC,"10:30 PM, March 3, 2004",2004,"STAPLES Center, Los Angeles, California",Indiana Pacers,Los Angeles Clippers,"17,677",83.4,Derrick Collins, Sean Corbin, Bob Delaney,27,24,15,21,14,101,109.7,102.1,21,31,16,19,7,94,102.1,109.7
14,200403030MIN,"8:00 PM, March 3, 2004",2004,"Target Center, Minneapolis, Minnesota",Dallas Mavericks,Minnesota Timberwolves,"19,006",95.6,Gary Benson, Ted Bernhardt, Bernie Fryer,23,39,16,19,0,97,101.4,126.5,34,33,30,24,0,121,126.5,101.4
15,200403030NOH,"8:00 PM, March 3, 2004",2004,"New Orleans Arena, New Orleans, Louisiana",Chicago Bulls,New Orleans Hornets,"14,071",85.5,Nolan Fine, David Jones, Eddie F. Rush,24,22,24,21,6,97,102.8,105.9,20,20,31,20,9,100,105.9,102.8
16,200403030NYK,"7:30 PM, March 3, 2004",2004,"Madison Square Garden (IV), New York, New York",Philadelphia 76ers,New York Knicks,"19,763",86.9,Luis Grillo, Jess Kersey, Derek Richardson,23,14,17,23,0,77,88.6,101.3,28,21,17,22,0,88,101.3,88.6
17,200403030ORL,"7:00 PM, March 3, 2004",2004,"TD Waterhouse Centre, Orlando, Florida",Milwaukee Bucks,Orlando Magic,"12,366",93.7,Scott Foster, Steve Javie, Gary Zielinski,35,16,25,29,0,105,112.1,103.6,29,23,13,32,0,97,103.6,112.1
18,200403030PHO,"9:00 PM, March 3, 2004",2004,"America West Arena, Phoenix, Arizona",New Jersey Nets,Phoenix Suns,"17,332",81.5,Marc Davis, Blane Reichelt, Tom Washington,18,15,22,19,0,74,90.8,106.7,18,19,33,17,0,87,106.7,90.8
19,200403030POR,"10:00 PM, March 3, 2004",2004,"Rose Garden Arena, Portland, Oregon",Memphis Grizzlies,Portland Trail Blazers,"16,511",90.8,Bennie Adams, Jack Nies, Bill Spooner,21,24,30,22,0,97,106.8,96.9,19,26,21,22,0,88,96.9,106.8
20,200403030SAS,"8:30 PM, March 3, 2004",2004,"SBC Center, San Antonio, Texas",Seattle SuperSonics,San Antonio Spurs,"16,611",89.2,Jim Clark, Anthony Jordan, Ron Olesiak,13,23,18,30,0,84,94.2,98.6,22,15,30,21,0,88,98.6,94.2
21,200403030WAS,"7:00 PM, March 3, 2004",2004,"MCI Center, Washington, District of Columbia",Toronto Raptors,Washington Wizards,"13,921",85.8,Tony Brothers, Pat Fraher, Greg Willard,18,24,15,13,0,70,81.6,97.9,22,20,23,19,0,84,97.9,81.6
22,200403040MIA,"7:30 PM, March 4, 2004",2004,"AmericanAirlines Arena, Miami, Florida",Milwaukee Bucks,Miami Heat,"14,338",92.3,Mike Callahan, Violet Palmer, Jason Phillips,23,26,29,20,0,98,106.2,112.7,39,21,22,22,0,104,112.7,106.2
23,200403040PHI,"7:30 PM, March 4, 2004",2004,"Wachovia Center, Philadelphia, Pennsylvania",Sacramento Kings,Philadelphia 76ers,"18,798",95.0,Ted Bernhardt, Joe Forte, Rodney Mott,31,30,23,30,0,114,120.0,110.5,28,19,33,25,0,105,110.5,120.0
24,200403040POR,"10:00 PM, March 4, 2004",2004,"Rose Garden Arena, Portland, Oregon",Detroit Pistons,Portland Trail Blazers,"20,243",79.0,Joe Crawford, Troy Raymond, Leon Wood,27,19,18,19,0,83,105.1,86.1,16,13,14,25,0,68,86.1,105.1
25,200403050BOS,"7:30 PM, March 5, 2004",2004,"FleetCenter, Boston, Massachusetts",Washington Wizards,Boston Celtics,"15,046",95.2,Ron Garretson, Luis Grillo, Leroy Richardson,24,25,16,25,0,90,94.5,98.7,17,22,21,34,0,94,98.7,94.5
26,200403050GSW,"10:30 PM, March 5, 2004",2004,"The Arena in Oakland, Oakland, California",New Jersey Nets,Golden State Warriors,"17,354",80.3,Derrick Collins, Sean Corbin, Bob Delaney,13,17,28,20,0,78,97.1,92.1,18,21,19,16,0,74,92.1,97.1
27,200403050LAL,"10:30 PM, March 5, 2004",2004,"STAPLES Center, Los Angeles, California",Seattle SuperSonics,Los Angeles Lakers,"18,997",89.6,Joe Crawford, Troy Raymond, Leon Wood,22,25,28,16,0,91,101.5,110.5,28,28,23,20,0,99,110.5,101.5
28,200403050MIN,"8:00 PM, March 5, 2004",2004,"Target Center, Minneapolis, Minnesota",Houston Rockets,Minnesota Timberwolves,"20,109",89.9,Joe Forte, Pat Fraher, Rodney Mott,36,28,20,28,0,112,124.5,121.2,28,37,24,20,0,109,121.2,124.5
29,200403050NOH,"8:00 PM, March 5, 2004",2004,"New Orleans Arena, New Orleans, Louisiana",Cleveland Cavaliers,New Orleans Hornets,"17,795",87.9,Jim Clark, Ron Olesiak, Gary Zielinski,21,18,29,20,0,88,100.1,96.7,23,20,19,23,0,85,96.7,100.1
