Index,game_id,date,season,arena,away_name,home_name,pace,attendance,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,201702010BOS,"7:30 PM, February 1, 2017",2017,"TD Garden, Boston, Massachusetts",Toronto Raptors,Boston Celtics,"18,624",93.7,Bennie Adams, Tony Brothers, Mitchell Ervin,30,32,23,19,0,104,111.0,116.3,28,23,26,32,0,109,116.3,111.0
1,201702010BRK,"7:30 PM, February 1, 2017",2017,"Barclays Center, Brooklyn, New York",New York Knicks,Brooklyn Nets,"17,732",100.3,David Guthrie, Marat Kogut, Justin Van Duyne,15,23,26,31,0,95,94.7,89.7,27,18,24,21,0,90,89.7,94.7
2,201702010CLE,"7:00 PM, February 1, 2017",2017,"Quicken Loans Arena, Cleveland, Ohio",Minnesota Timberwolves,Cleveland Cavaliers,"20,562",95.4,Tony Brown, Tyler Ford, Ed Malloy,32,28,19,18,0,97,101.7,131.0,36,27,30,32,0,125,131.0,101.7
3,201702010DAL,"8:30 PM, February 1, 2017",2017,"American Airlines Center, Dallas, Texas",Philadelphia 76ers,Dallas Mavericks,"19,263",94.0,Curtis Blair, John Goble, Karl Lane,23,24,22,26,0,95,101.0,120.2,20,30,31,32,0,113,120.2,101.0
4,201702010DEN,"9:00 PM, February 1, 2017",2017,"Pepsi Center, Denver, Colorado",Memphis Grizzlies,Denver Nuggets,"12,020",97.2,Sean Corbin, Mark Lindsay, J.T. Orr,27,35,25,32,0,119,122.4,101.8,18,31,20,30,0,99,101.8,122.4
5,201702010DET,"7:30 PM, February 1, 2017",2017,"The Palace of Auburn Hills, Auburn Hills, Michigan",New Orleans Pelicans,Detroit Pistons,"14,262",98.7,Rodney Mott, Aaron Smith, Josh Tiven,30,24,27,17,0,98,99.3,119.6,34,26,23,35,0,118,119.6,99.3
6,201702010GSW,"10:30 PM, February 1, 2017",2017,"Oracle Arena, Oakland, California",Charlotte Hornets,Golden State Warriors,"19,596",101.5,Lauren Holtkamp, Bill Kennedy, Eric Lewis,21,35,27,28,0,111,109.3,124.1,41,36,31,18,0,126,124.1,109.3
7,201702010MIA,"7:30 PM, February 1, 2017",2017,"AmericanAirlines Arena, Miami, Florida",Atlanta Hawks,Miami Heat,"19,600",99.7,Kevin Scott, James Williams, Haywoode Workman,22,25,24,22,0,93,93.3,116.3,29,33,32,22,0,116,116.3,93.3
8,201702010OKC,"9:30 PM, February 1, 2017",2017,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",Chicago Bulls,Oklahoma City Thunder,"18,203",99.2,Ron Garretson, Monty McCutchen, Dedric Taylor,21,34,39,34,0,128,129.1,100.8,20,27,26,27,0,100,100.8,129.1
9,201702010ORL,"7:00 PM, February 1, 2017",2017,"Amway Center, Orlando, Florida",Indiana Pacers,Orlando Magic,"16,662",92.1,Kane Fitzgerald, Gediminas Petraitis, Leroy Richardson,28,28,24,18,0,98,106.4,95.6,23,24,27,14,0,88,95.6,106.4
