Index,game_id,date,season,arena,away_name,home_name,pace,attendance,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200903010ATL,"8:00 PM, March 1, 2009",2009,"Philips Arena, Atlanta, Georgia",Cleveland Cavaliers,Atlanta Hawks,"19,639",85.8,Tony Brothers, Eric Lewis, Haywoode Workman,30,23,14,21,0,88,102.6,101.4,23,20,25,19,0,87,101.4,102.6
1,200903010BOS,"1:00 PM, March 1, 2009",2009,"TD Banknorth Garden, Boston, Massachusetts",Detroit Pistons,Boston Celtics,"18,624",82.3,Matt Boland, Joe Crawford, David Jones,20,35,22,28,0,105,127.6,115.5,22,25,23,25,0,95,115.5,127.6
2,200903010DAL,"9:00 PM, March 1, 2009",2009,"American Airlines Center, Dallas, Texas",Toronto Raptors,Dallas Mavericks,"19,688",94.7,Dick Bavetta, Ed Malloy, Phil Robinson,24,29,22,23,0,98,103.5,115.1,27,33,30,19,0,109,115.1,103.5
3,200903010GSW,"9:00 PM, March 1, 2009",2009,"Oracle Arena, Oakland, California",Utah Jazz,Golden State Warriors,"18,347",100.6,Joe Forte, Eli Roe, Mark Wunderlich,34,29,24,25,0,112,111.3,103.3,29,27,29,19,0,104,103.3,111.3
4,200903010IND,"7:00 PM, March 1, 2009",2009,"Conseco Fieldhouse, Indianapolis, Indiana",Denver Nuggets,Indiana Pacers,"12,458",95.6,Dan Crawford, Pat Fraher, John Goble,29,12,34,19,0,94,98.4,104.6,28,17,23,32,0,100,104.6,98.4
5,200903010MIN,"7:00 PM, March 1, 2009",2009,"Target Center, Minneapolis, Minnesota",Houston Rockets,Minnesota Timberwolves,"13,716",86.0,Jim Clark, Scott Wall, Zach Zarba,29,25,29,22,0,105,122.1,109.4,23,30,16,25,0,94,109.4,122.1
6,200903010NJN,"6:00 PM, March 1, 2009",2009,"Izod Center, East Rutherford, New Jersey",New Orleans Hornets,New Jersey Nets,"15,509",91.3,Eric Dalen, Scott Foster, Michael Smith,22,26,28,23,0,99,108.4,105.1,18,23,34,21,0,96,105.1,108.4
7,200903010PHO,"3:30 PM, March 1, 2009",2009,"US Airways Center, Phoenix, Arizona",Los Angeles Lakers,Phoenix Suns,"18,422",97.9,Courtney Kirkland, Bennett Salvatore, Bill Spooner,26,30,25,30,0,111,113.3,120.5,34,32,25,27,0,118,120.5,113.3
8,200903010POR,"8:00 PM, March 1, 2009",2009,"Rose Garden Arena, Portland, Oregon",San Antonio Spurs,Portland Trail Blazers,"20,627",85.4,Marc Davis, Steve Javie, Mark Lindsay,21,16,21,26,0,84,98.4,119.5,33,31,16,22,0,102,119.5,98.4
9,200903020LAC,"10:30 PM, March 2, 2009",2009,"STAPLES Center, Los Angeles, California",San Antonio Spurs,Los Angeles Clippers,"17,649",87.3,Bennie Adams, Bob Delaney, Eli Roe,26,23,31,26,0,106,121.4,89.3,21,15,23,19,0,78,89.3,121.4
