Index,game_id,date,season,arena,away_name,home_name,pace,attendance,ref1,ref2,ref3,away_q1,away_q2,away_q3,away_q4,away_ot,away_final,away_ortg,away_drtg,home_q1,home_q2,home_q3,home_q4,home_ot,home_final,home_ortg,home_drtg
0,200401020BOS,"7:30 PM, January 2, 2004",2004,"FleetCenter, Boston, Massachusetts",Indiana Pacers,Boston Celtics,"18,624",90.4,Gary Benson, Nolan Fine, Eddie F. Rush,25,23,25,30,0,103,114.0,99.6,30,24,18,18,0,90,99.6,114.0
1,200401020DET,"8:00 PM, January 2, 2004",2004,"The Palace of Auburn Hills, Auburn Hills, Michigan",Phoenix Suns,Detroit Pistons,"22,076",85.9,Tony Brothers, Joe Forte, Michael Henderson,22,26,17,16,0,81,94.3,108.2,26,25,25,17,0,93,108.2,94.3
2,200401020MEM,"8:00 PM, January 2, 2004",2004,"Pyramid Arena, Memphis, Tennessee",Utah Jazz,Memphis Grizzlies,"13,041",85.8,Ed Malloy, Leroy Richardson, Bennett Salvatore,26,26,21,15,0,88,102.6,116.6,25,30,25,20,0,100,116.6,102.6
3,200401020MIA,"7:30 PM, January 2, 2004",2004,"AmericanAirlines Arena, Miami, Florida",Orlando Magic,Miami Heat,"15,864",90.9,Luis Grillo, Monty McCutchen, Zach Zarba,24,23,30,24,0,101,111.1,123.2,40,25,23,24,0,112,123.2,111.1
4,200401020MIL,"8:30 PM, January 2, 2004",2004,"Bradley Center, Milwaukee, Wisconsin",Dallas Mavericks,Milwaukee Bucks,"18,717",86.5,Marc Davis, Jess Kersey, Jack Nies,29,27,25,20,0,101,116.8,126.1,29,30,26,24,0,109,126.1,116.8
5,200401020MIN,"8:00 PM, January 2, 2004",2004,"Target Center, Minneapolis, Minnesota",Atlanta Hawks,Minnesota Timberwolves,"17,074",87.4,Steve Javie, Anthony Jordan, Ron Olesiak,18,20,19,18,0,75,85.8,106.4,22,28,21,22,0,93,106.4,85.8
6,200401020NJN,"7:30 PM, January 2, 2004",2004,"Continental Airlines Arena, East Rutherford, New Jersey",Cleveland Cavaliers,New Jersey Nets,"19,968",92.3,Phil Robinson, George Toliver, Greg Willard,19,24,20,19,0,82,88.9,105.1,20,19,32,26,0,97,105.1,88.9
7,200401020NYK,"7:30 PM, January 2, 2004",2004,"Madison Square Garden (IV), New York, New York",Chicago Bulls,New York Knicks,"19,763",91.9,Derrick Collins, Kevin Fehr, Derrick Stafford,23,29,24,28,0,104,113.2,107.7,27,26,23,23,0,99,107.7,113.2
8,200401020POR,"10:00 PM, January 2, 2004",2004,"Rose Garden Arena, Portland, Oregon",Denver Nuggets,Portland Trail Blazers,"17,316",87.9,Sean Corbin, Joe DeRosa, Bill Kennedy,30,29,18,29,0,106,120.6,109.2,25,25,29,17,0,96,109.2,120.6
9,200401020SEA,"10:30 PM, January 2, 2004",2004,"KeyArena at Seattle Center, Seattle, Washington",Los Angeles Lakers,Seattle SuperSonics,"17,072",97.0,Tony Brown, Bernie Fryer, Rodney Mott,25,30,27,27,0,109,112.4,114.5,25,31,30,25,0,111,114.5,112.4
